id,remarks
21735,PROVISIONAL ADMISSION
23196,ID 7893
23333,PH PAY QR CODE 14/12/2024
22832,ID 4683
23053,ID 6723
24708,"ID 5702,5032 (9K+5K)"
22904,ID 7080
23541,ID 7067
23619,ID 6473 (14500 + 500) CASH
23016,id 4495
22942,HDFC ACMT QR CODE 30/11/2024
22580,OLD R# 2964
23654,AC 10578 10/1/25 NEFT BY JAKAH-0659
23400,ID 4761
23130,ID 4332
25694,NIAE QR ID 1697
22124,10000 shahid lateef
22733,ID 0128
22354,HDFC QR CODE NIAE 500 AND 2000 CASH
22678,ID 1832
22066,PH PAY 30K 12/8/24
23598,**
22196,PH PAY QR CODE 23/08/2024 (9444)
23571,**
22230,AIMT QR
21752,PH PAY QR CODE 22/07/2024
22905,PH PAY QR CODE 29/11/2024
22943,PH PAY QR CODE 30/11/2024 (5115)
23472,PH PAY 16500+ CASH 2000
22865,ID 8672
23507,ID 0231
23248,PH PAY 25/11/24
23439,PH PAY QR CODE 21/12/2024
23401,PH PAY QR CODE (2896) 20/12/2024
22548,ID 6252
22313,QR NIAE HDFC
23366,PH PAY QR CODE (1974) 17/12/2024
21199,ID 3578
23197,ID 4135
22638,PH PAY QR CODE 25/10/2024
23641,ID 5105
23928,PH PAY QR CODE 28/03/2025 (0818)
23334,PH PAY QR CODE 16/12/2024 (2076)
22994,PH PAY 1/12/24
22384,PROVISIONAL ADMISSION
22125,AC 10578 NEFT BY RAKESH 17/8/24
20098,"8946, 9185, 9505"
22197,PH PAY QR CODE (6746) 23/08/2024
22549,PH PAY QR CODE 28/09/2024
22470,HDFC QR CODE NIAE 19/09/2024
20031,"9334, 9359, 9479"
22067,HDFC
22268,HDFC AIMT QR
21879,ID 6281 PROVISIONAL ADMISSION
22944,PH PAY QR CODE (5290) 30/11/2024
22983,ID 1457
23542,PH PAY QR CODE 09/01/2025
23367,2000 CASH AND 500 PH PAY QR CODE 18/12/2024
23249,PH PAY QR CODE (9082) 14/12/2024
21091,id 5952
23335,PH PAY QR CODE 16/12/2024 (9915)
23198,PH PAY 1/12/24
23055,ID 4386
23473,NEFT BY POORVA 23/12/2024 (7583)
23094,PH PAY QR CODE (6304) 05/12/2024
23440,PH PAY QR CODE (27000) 25000 21/12/2024
22866,ID 5124
22158,ID 2806
23508,PH PAY ID 1210
22803,PH PAY QR CODE 21/11/2024
23572,PH PAY QR CODE 18/01/2024 (10000) AND 25000 CASH
22096,ID 3317
23170,PH PAY 30K +2K
24709,ID 5175
23018,PH PAY QR CODE 03/12/2024 (5287)
23402,NEFT BY GAFROOR 16/12/2024 (9374) ACC
23292,NEFT BY JAI PRAKASH 15/12/2024 (1045) HDFC ACC
22159,ID 8774
21780,**
22198,PH PAY QR 2JULY
25695,NIAE QR ID 7648
22714,ID 9013
22550,PH PAY QR CODE 28/09/2024
22232,PH PAY 10000+22500 6/8/24
21810,PH PAY 25/7/24
22867,ID 8465
23250,PH PAY QR CODE 14/12/2024
21910,ac 10569 15/6/24 10k by anil kumar
23474,PH PAY 15K +15K +5K
22984,25000 SWIPE AND 5000 PH PAY QR CODE 02/12/2024
22068,id 9472
22385,ID 8082
22097,PH PAY QR CODE 16/08/2024
23336,PH PAY QR CODE (0628) 16/12/2024
22907,PH PAY 2000 * 5
23293,PH PAY QR CODE 30/11/2024
23403,PH PAY QR CODE 20/12/2024
23095,ID 3208
23898,ID 2179
22583,PH PAY QR CODE 07/10/2024
23441,PH PAY QR CODE 21/12/2024 (4714)
23599,**
23509,ID 7262
23642,AIMT QR 30/1/25
22804,PH PAY QR CODE 21/11/2024
21589,PROVISIONAL ADMISSION
22945,NEFT ON 25/11/2024 (115000) (95000) HDFC ACC 1045
23543,PH PAY QR CODE 08/01/2025
23199,ID 9885
23368,HDFC QR CODE AIMT 18/12/2024
23294,PH PAY QR CODE 16/12/2024
22908,ID 0577
22098,IMPS ON 16/08/2024 (20000) 15000
22069,ID 7925
22199,ID 1231
22985,ph pay 20k +15k 30/11/24
22715,ID 7726
22269,HDFC QR CODE 29/08/2024 (NIAE)
21696,PH PAY QR CODE (18000) 6304 15/07/2024 AND CASH 7000
22805,PH PAY 20K +10K 21/11/24
23096,ID 2517
22505,PH PAY (22501)
23029,BY MONIKA SHARMA AC 10569 30/11/24
21595,ID 9322 PROVISIONAL ADMISSION
21742,id 0860
22472,AIMT HDFC
20275,2726
23337,PH PAY QR CODE 16/12/2024 (0628)
23251,AC 4709 7/12/24 BY SUBHAM DUTTA
23200,ID 1672
23369,PH PAY QR CODE (2222) 18/12/2024
23475,ID 5227
22386,ID 5995
23442,PH PAY QR CODE (50000) 21/12/2024 AND 20000 CASH
22584,ID 5087
23643,ID 1201
23057,PH PAY (44955 + 45 )
23510,NEFT 9374 ACC PNB (220000) ON 02/01/2024 (95000)
23544,ID 2072
22126,ID 2454
23656,PH PAY QR CODE 03/02/2024
22099,PH PAY QR CODE 16/08/2024
22070,IMPS ON (10/07/2024) 10569
23058,ID 6400
22716,ID 7704
22766,PH PAY ID 7152
22551,ID 7649
25696,NIAE QR (8K+2K)
22387,id 7636 niae
21658,ID 1145
22127,HDFC QR CODE ACMT 20/08/2024
22200,HDFC QR CODE (6831 ACC) 23/08/2024
22806,ID 4112
22358,OLD R# 1379 1445 BHM TO B PHARMA
21440,HDFC
22270,HDFC AIMT
22641,ID 9468
22161,ID 6823
23252,AC 4709 7/12/24 BY SUBHAM DUTT
22909,ID 1082
22947,PH PAY QR CODE (20000+15000) 30/11/2024
22986,PH PAY QR CODE (80000) (7655) + (15000) 3230 02/12/2024
22314,"oldrcpt 1127,1065"
23097,ID 0215
23405,ID 7756
22869,HDFC NIAE QR 25/11/24 PROVISIONAL ADMISSION
23545,PH PAY QR CODE (35000) 80000 02/01/25
23338,ID 6441
23370,PH PAY QR CODE 18/12/2024 (0467)
23443,PH PAY QR CODE (30000+5000+5000+15000) 21/12/2024
23476,AC 9374 3/12/24 60000
23511,PH PAY QR CODE 03/01/2025
23295,PH PAY 20K + 20K
23601,ID 2156
23622,PH PAY 27/1/25
22235,ACMY QR
22100,PH PAY QR CODE (15000) 16/08/2024 AND 10000 CASH
22552,PH PAY QR CODE 30/09/2024
23202,PH PAY QR CODE (27000) 25000 12/12/2024
22388,PH PAY QR CODE 11/09/2024
22271,HDFC AIMT
22586,**
22201,209729 IDBI 23/08/2024
22359,HDFC QR CODE NIAE 06/09/2024
22642,PH PAY QR CODE 26/10/2024
22910,ID 1120
21548,ph pay id 2156 27/6/24
22071,id 3620
23623,ID 2574
23477,ID 6460
22507,PH PAY QR CODE 23/09/2024
22987,PH PAY QR CODE (7655) 02/12/2024
23546,PH PAY QR CODE (80000) 35000 02/01/25
23339,ID1300
23444,PH PAY QR CODE 21/12/2024 (6558)
22948,PH PAY QR CODE (32000) 30/11/2024 3000 CASH
22870,PH PAY QR CODE (6478) 21/11/2024
21959,PH PAY QR CODE 06/08/2024
23253,PH PAY 13/12/24
23296,PH PAY 20K +20K
23022,ac 9374 ref 75020 3/12/24
23574,ph pay 7/1/25
21170,AC 9374 RTGS BY SAPNA RANI 28/5/24 (350000)
20882,id 8178
20529,"R# 1574, 1611, 1760, 1786"
22236,HDFC QR CODE NIAE 27/08/2024
22325,id 9348
20596,"R# 8480, 8908, 9108, 9545"
22768,PH PAY 13/11/24
22807,PH PAY QR CODE 21/11/2024
22911,ID 0688
22389,QR CODE HDFC 11/09/2024
22163,**
22202,ID 1779
23340,ID 3839
22871,NEFT BY PIYUSH MALIK HDFC (6831) 27/11/2024
22587,HDFC AIA QR ID 1413
23547,PH PAY QR CODE 09/01/2025
23513,PH PAY QR CODE 30/12/2024
21837,OLD r# 1202 AME B1.1 TRF TO BBA AVIATION
23023,id 0112
22949,PH PAY 20K*4 + 15K
21700,ID 5944 (14K) + CASH 1K
23137,PH PAY QR CODE 07/12/2024
22272,NEFT BY 28/08/2024 (9374) PNB
22553,ph pay 5k +5k
23665,PH PAY QR CODE 04/02/2025
23407,ID8834
23297,PH PAY QR CODE 16/12/2024
23099,PH PAY QR CODE (2184) 05/12/2024
23060,ID 6250
23445,PH PAY QR CODE 20/12/2024 (60000) 40000
25686,OLD R# 1809 TRF CIVIL LE TO CIVIL
23372,PH PAY QR CODE 18/12/2024
23575,PH PAY QR CODE 20/01/2025
20762,855 891
22273,HDFC NIAE
22681,PH PAY QR CODE 09/11/2024
21254,PH PAY QR CODE (30000+25000) 01/06/2024
22434,HDFC QR ID 4757 NIAE 16/9/24
22164,HDFC QR CODE AIMT 21/08/2024 (35000)
22237,199311 IOB 27/08/2024
23255,PH PAY QR CODE 14/12/2024
22475,ph pay id 5848 15k + 10k**
22390,HDFC QR CODE NIAE 11/09/2024
20302,"2613, 2700, 2859, 2869"
21636,PH PA YQR CODE 10/07/2024 (0082)
22317,HDFC AIA QR
23298,PH PAY ID 5361
23061,ID 8731
23408,PH PAY QR CODE 20/12/2024
23373,PH PAY QR CODE 18/12/2024
23341,ID 1420
23446,ID 4358
22950,PH PAY QR CODE (6510) 30/11/2024
22912,ID 6921
23901,PH PAY QR CODE 26/03/2025
23576,ID 3602
22989,PH PAY 30/11/24
23625,ID 0069
22872,ID 6513
23024,PH PAY QR CODE (50000+30000) 02/12/2024 AND 10000 CASH
23548,PH PAY QR CODE 3000 09/01/2025 AND 32000 CASH
24773,ID 6127
23100,PH PAY QR CODE (25000) 5000 05/12/2024 (2927)
23514,HDFC ACC ACMT ON 03/01/2025 BY DIPESH BHATT
23204,ID 6790
22588,**
22361,ID 1082
22165,ACMT QR PROVISIONAL ADMISSION
23139,406259 07/12/2024
22476,ID 8831
22391,AIMT HDFC QR
22318,HDFC QR CODE NIAE 02/09/2024
20335,"2079, 2406"
21090,NEFT BY 21/05/2024 (RAJARAM)
22555,PH PAY QR CODE 30/09/2024
20257,"2723, 2861"
20143,"8781, 8784, 9429"
22510,**
21338,HDFC ACC 1045 (40000) 06/06/2024
22435,HDFC QR AIMT
22951,PH PAY QR CODE 30/11/2024 (1775)
23101,PH PAY QR CODE (2927) (25000) 20000 05/12/2024
23062,ID 1522
23025,PH PAY QR CODE 03/12/2024 (6481)
23409,NEFT BY (115000) 9374 17/12/2024 (95000)
22295,OLD R#8373 AND 9015 TRF FRO OLD YEAR AND 5000 HDFC QR CODE AIMT 31/08/2024
23374,PH PAY QR CODE 18/12/2024 (7394)
23256,PH PAY QR CODE 14/12/2024
23659,"ph pay id (9846,6608,9107) 20k +20k + 10k 3/2/25"
23447,ID 8489
23549,ID 4347
24750,ID 6733 PROVISIONAL ADMISSION
23577,PROVISIONAL ADMISSION
20332,"2076, 2301, 2555, 2556"
22770,PH PAY QR CODE 19/11/2024 (7051)
22015,HDFC QR 9/8/24 PROVISIONAL ADMISSION
22589,ph pay 7/10/24
22873,ID 2194
21461,NEFT BY 15/06/2024 ACC 9374 (150000)
22275,HDFC NIAE
22590,"OLD R# 1184, 1244 PROD LE TO AUTO LE"
20246,2615
23206,AC 1045 11/12/24 116500
23257,ID 4080
22239,HDFC QR ACMT 27/08/2024
22319,NIAE QR 9104
22362,AC 10569 18/6/24 BY PARTH HALKUDE
22477,PH PAY 17/9/24 20K +5K
23515,*
22683,ID 0840
22392,ID 3319 NIAE
22436,PH PAY QR CODE 04/08/2024
22836,ID 1825
22874,ID 6122
20736,1775
23660,PH PAY 31/12/24
23102,ID 0531
23300,NEFT ON 13/12/2024 (95000) 10569 PNB
23375,**
22991,NEFT BY 02/12/2024 (10569) ACC
23410,PH PAY 11/12/24
23063,ID 4477
23666,ID 4999
22952,PH PAY QR CODE (8667) 30/11/2024
22132,ID 7875
22771,ID 6755
23343,ID 5903
23602,ID 7349 ( 1K + 9K ) ID 9394
25773,NIAE QR (100000)
21888,PH PAY QR CODE (8970) 31/07/2024
23140,PH PAY QR CODE 09/12/2024
23626,ID 9813
23578,PH PAY QR CODE 20/01/2025
22892,ID 5047
23627,PH PAY QR CODE (1805) 28/01/2025
24751,ID 6501
22437,PH PAY QR CODE 04/08/2024
22167,PH PAY QR CODE 21/08/2024 (7716)
20791,2942
22953,PH PAY QR CODE (4916) 30/11/2024
22772,AC 10569 BY UCO BANK
22992,AG BILL
22721,ph pay 13/11/24 45k
22276,PH PAY ID 2926
20076,"9278, 9298, 9632"
23103,AC 10569 2/12/24
21583,ID 2454 PROVISIONAL ADMISSION
22512,**
20830,PROVISIONAL ADMISSION
22913,ID 4717
22363,id 7339
22320,HDFC QR ID 7378 NIAE
20187,"8954, 9594"
22409,NEFT BY HAJINDER (ACMT HDFC) 11/09/2024
22133,SWIPE 22500
23301,NEFT ON 13/12/2024 (10569 PNB ACC) (95000)
23938,ID 5577
23516,PH PAY QR CODE 04/01/2025
23411,NEFT BY 17/12/2024 (115000) 9374 ACC (15000)
23207,AC 1045 11/12/24 116500
23903,ID 8568
23482,PH PAY QR CODE (7247) 28/12/2024
22105,PROVISIONAL ADMISSION
23449,ID 0696
23258,PH PAY QR 14/12/2024
23064,PH PAY QR CODE 04/12/2024 (8519)
22875,IMPS ON 25/11/2024 9374 ACC (80000) AND 15000 CASH
21039,OLD R# 3014
22479,ID 5633 NIAE 15K
22134,ID 5578
22072,AIMT HDFC
23302,PH PAY QR CODE (8237) 16/12/2024
23104,0852
22321,ACMT QR HDFC
22722,ph pay 13/11/24 45k
20225,"9489, 9586, 9589"
22148,PH PAY QR CODE (30000) 10000 20/08/2024 (6309)
22838,ID 7970
20555,"R# 1271, 1815"
22876,phonepay 18-11-2024
21947,ID 0544
22203,AC
23661,PH PAY 20/1/25
22438,HDFC QR CODE 17/09/2024
22993,ID 4291
23517,PH PAY QR CODE (60000) 59500 20/12/2024
22592,PH PAY ID 5905
22277,HDFC ID 6888
23028,ID 6539
22106,ID 60008
23450,ID 0688
23628,PH PAY QR CODE 28/01/2025 (9937)
22684,ID 0698
23065,ID 2309
22954,ID 1616
22394,ID 7775
23580,ph pay 15/12/24
23483,PH PAY QR CODE 28/12/2024
23551,AC 6831 4/1/25 HDFC
23668,ID 3172
23142,PH PAY QR CODE 09/12/2024
23667,ID 6006
22013,PH PAY 15/JUN/24
20752,887
22685,ID 6960
22135,ID 2178
22514,PH PAY 13K + CASH 7500
22073,PH PAY QR CODE 13/08/2024
22395,ID 3033 NIAE
21216,ID 0411 30/5/24
22204,AC QR 5K SATYAM 5K DU
22365,ID 4740
23303,PH PAY QR CODE 16/12/2024
22839,ID 9729
22169,PH PAY QR CODE 21/08/2024
22647,ID 9064
21299,PH PAY QR CODE (22000) 04/06/2024 AND 3000 CASH
21251,PH PAY QR CODE 01/06/2024 (23000+12000)
23552,PH PA YQR CODE (10/01/2025)
22480,AC 10569 13/8/24
23105,ID 1012
23209,ID 5142
23027,PH PAY QR CODE (8729) 03/12/2024
23484,PH PAY QR CODE 28/12/2024
22723,ID 4960
23605,ID 5054
23904,ID 5189
23581,cash 22500 + 2000 ph pay id 8240
22809,PROVISIONAL ADMISSION
22955,ID 3128
22877,ph pay 26/11/24
23649,PH PAY QR CODE 31/01/2025
22593,PH PAY 10K +10K
22774,**
20027,"8382, 9159, 9435"
20008,"OLD R# 8886, 9082, 9179"
20009,"OLD R# 8463, 9003"
20011,OLD R# 8816
20013,"OLD R# 8453, 8931"
20014,"OLD R# 8292, 8936"
20037,"9182, 9183"
20017,OLD R# 8838
20026,"8737, 9460"
20028,"8812, 8888, 9540"
20007,"OLD R# 8726, 8922, 9583"
20038,8983
20015,"OLD R# 8328, 9420"
20046,"8335, 8924, 9613"
20048,9016
22648,ID 2710
20034,"9260, 9276, 9614"
20039,"8747, 9021, 9467"
20042,9249
20043,"8773, 9022 9618"
20024,"8808, 9321, 9499"
20041,"8802, 9310"
20032,"9302, 9600"
20030,"8381, 8900, 9314, 9437"
20029,"8970, 9522"
20023,"8798, 9385"
20022,"9208, 9221, 9450"
20036,"8764, 9295"
20021,"8940, 9516"
20019,"8914, 9428, 9493"
20033,"8945, 9000, 9085"
20025,"8559, 9052 ,9445"
20035,"8762, 9294"
20018,OLD R# 8984
20040,"9267, 9285, 9365"
20020,"9631,9637"
20047,"9266, 9286 9373"
21739,ID 4304 PROVISIONAL ADMISSION
20045,"8943, 9290"
20010,"OLD R# 9230, 9347, 9569"
20012,"OLD R# 8981, 9150, 9587"
20053,"8795, 9304"
20056,"8343, 9293"
20069,8768
20070,8379
20073,8163
20078,8725
20085,8975
20087,"8938, 9032"
20090,9199
21757,PH PAY QR CODE 22/07/2024
20092,8846
20094,9248
20097,"8341, 9012"
20083,"9095, 9525, 9526"
22440,ID 4614
20061,9034
20088,"8798, 9029"
20096,"8987, 9357"
20060,"9060, 9312,9650"
20063,"9200, 9330"
20074,"8498, 9049, 9463"
20071,"8979, 9227, 9231"
20065,"8896, 9167, 9466"
20077,9262
20072,"8904. 9461,"
20066,"9011, 9349"
20057,"8337, 8926, 9611"
20058,"8336, 8925, 9612"
24752,ID 1581
20067,"8714, 9311"
20089,"8956, 9194, 9660"
20079,8967
20081,"8813, 9008, 9532"
20075,9337
20080,"8814, 9009, 9590"
20082,"8907, 9588"
20068,"9155, 9384"
20095,"8939, 9129"
20051,"8978, 9279"
20062,9273
20050,"9509, 9638"
20059,"9229, 9277,"
23138,CHQ (30000) 22/05/2024
20052,"8791, 9367"
22724,14/11/24 ACMT HDFC QR
20064,"8610, 9292"
24713,"ID 1192,8194 (15K+5K) PROVISIONAL ADMISSION"
20099,"8899, 9007"
20101,"8930, 9239"
20103,8824
20106,9398
20107,"9044, 9134"
20108,"8571, 8794"
20110,9031
20112,9001
20115,9020
20117,9235
20118,9158
20120,"8572, 8793"
20122,"9080, 9316"
20140,9274
20105,8769
20145,"8963, 9119"
20114,"8921, 9536"
20139,"8440, 9427"
20111,"8916, 9109, 9639"
20113,"9112, 9512"
20142,"8972, 9033, 9498"
20125,"8976, 9380"
20138,8968
20129,"9346, 9544"
20104,"9319, 9320"
20136,"9045, 9099, 9506"
20144,"9224, 9307, 9556"
20121,8422
20130,"8876, 8906, 9527"
20109,"8947, 8973, 9580"
20131,8919
20137,"8803, 9501"
20124,"8766, 9028, 9502"
20128,8735
20126,"9351, 9352"
20123,"9469, 9486"
20133,9124
20135,"9370, 9374"
20148,"9151, 9203"
20102,"8991, 9105, 9261"
20100,"9152, 9382"
20119,"9233, 9271"
20116,9607
20132,9663
20134,"8493, 8898, 9557"
20147,"8314, 9017, 9483"
20146,"9174, 9470"
20141,9161
20162,8788
22725,ID 0331
20175,"8928, 8989, 9081"
20180,"8373, 9015"
20182,9244
21160,ID 8070 PROVISIONAL ADMISSION
20190,IMPS ON 16/12/2023 (9374) PNB
20153,9201
20165,"8541, 8911, 9057"
20186,"8386, 8388, 8909, 9107, 9539"
20164,"9094, 9205"
20177,"8887, 9076"
20166,"9220, 9308"
20196,"9195, 9211"
20154,"9164, 9243, 9573"
20170,"8891, 9075"
20160,"8438, 9110, 9475"
20176,"9050, 9133, 9481"
20169,"8484, 9640"
20181,"8547, 8977"
20185,"9253, 9272, 9482"
20197,"9488, 9537"
20171,"8497, 8502, 9585"
20184,8966
20151,"9210, 9240"
20195,"8791, 8955, 9348"
20150,"8998, 9503"
20161,"8391, 9388"
20172,"9202, 9212, 9641"
20152,"8542, 9056"
23211,id 6080
20183,"9039, 9627"
23304,ID 5758
20193,"9087, 9091"
20149,"8582, 8761"
20189,"8696, 9126"
20167,"8543, 8910, 9088"
20158,9268
20173,8893
20157,8694
20168,8522
20178,"8745, 9327"
20156,"8746, 9328"
20155,8540
20163,8965
20159,9597
20191,"8994, 9281, 9282"
20198,"4013, 5959, 9206"
20199,"8962, 9120"
22171,ID 9870 + 9588 (20K+2K)
20204,8903
20209,"9228, 9242, 9368"
20212,"8815, 8937, 9535, 9598"
20227,2566
20228,"2781, 2794, 2795"
20231,"2612, 2884"
20232,2677
20233,"2577, 2874, 2875"
20234,"2579, 2596, 2873"
20238,"2609, 2818"
20239,"2505, 2782"
20240,2640
20242,"2632, 2692, 2850"
20243,2761
20245,2728
20207,"8333, 8944"
20205,"8552, 9566"
20236,"2695, 2740, 2835"
20230,"2697, 2711"
20214,"8923, 9264, 9553"
20237,"2696, 2741, 2847"
20217,"9313, 9591"
20247,"2597, 2878"
20200,"8376, 8999"
22649,ID 0590
20221,"8236, 9030"
20215,"8544, 9391"
20208,"8731, 9393"
20241,"2565, 2593, 2812, 2813"
20213,8927
20203,"8705, 9023, 9552"
20224,9605
20206,"8920, 9361"
20218,"8496, 9430"
20201,9386
20220,"8395, 8901"
20223,"8423, 9181, 9280, 9515"
20222,"8461, 8958"
20210,"9228, 9242, 9368"
20211,9247
20216,"8855, 9019"
20244,"2778, 2783, 2799"
20229,"2705, 2706"
20235,"2764, 2784, 2821"
20219,8953
20254,"2557, 2792"
20256,"2605, 2674, 2808"
23534,PH PAYQR CODE (6587) 08/01/2025
20261,"2689, 2717, 2833"
20264,"2786, 2787"
20265,"2601, 2843"
20271,"2499, 2604, 2825"
20272,2715
20273,2657
23480,ID 4436
20260,"2785, 2844, 2854"
20286,2594
20287,2578
20249,"2491, 2649"
20251,"2556, 2563, 2580"
20266,"2611, 267, 2733, 2832"
20269,"2729, 2734, 2809"
20280,"2571, 2595"
20294,"2581, 2619, 2804"
20285,"2561, 2623, 2790"
20253,"2608, 2647, 2738, 2851"
20263,"2603, 2716, 2816"
20298,"2496, 2498, 2771, 2829, 2864"
20267,"2564, 2607, 2791"
20296,"2480, 2502"
20258,2644
20248,"2614, 2842, 2879"
22481,ID 3055
20293,"2567, 2758"
20255,"2676, 2693, 2737"
20281,"2691, 2868"
20262,"2664, 2709, 2827"
20295,2686
20282,2672
20250,"2587, 2642"
20291,"2588, 2643"
20288,"2610, 2666"
20279,"2748, 2750"
20270,2755
20292,"2583, 2725, 2860"
20297,2754
20274,2752
20290,2753
20278,"2584, 2646"
20283,2599
20259,"2776, 2788, 2845"
20277,"2652, 2653"
20268,"2732, 2739, 2775"
20289,"2586, 2637, 2817"
25742,ID 2793
20304,2488
20346,"2193, 2300"
20311,"2626,"
20312,2747
20314,2742
20315,"2663, 2673"
20316,2659
20317,2645
20318,"2751, 2763"
20323,"2445, 2460"
20325,"2355, 2437, 2451"
20329,2242
20327,"2284, 2291"
20339,2447
20341,"2103, 2145, 2328"
20344,"2388, 2439"
20349,"2351, 2378, 2381"
20336,"2158, 2391"
20322,"2104, 2133, 2545"
20326,"2285, 2286"
20328,"2309, 2310, 2580"
20308,"2590, 2687, 2883"
20340,"2403, 2511"
20333,"2262, 2297, 2484"
20330,"2110, 2274, 2489"
20331,"2123, 2289, 2507"
20347,"2264, 2374"
20343,"2277, 2579,"
20348,"2064, 2327, 2479"
20300,"2757, 2766, 2872"
20307,"2762, 2770, 2830"
20345,"2097, 2337, 2401"
20334,"2384, 2405, 2523, 2524"
20306,"2655, 2722"
20342,"2189, 2299, 2301, 2490"
20320,"2680, 2774"
22441,PROVISIONAL ADMISSION
20305,"2550,"
20337,"2276, 2362, 2454, 2473"
20319,"2638, 2639, 2857"
20301,"2730, 2882"
20338,"2302, 2450, 2534"
20324,"2345, 2346, 2519"
20299,"2582, 2724"
20309,"2591, 2690, 2848"
20321,"2699, 2841"
20313,"2570, 2779"
20303,"2504, 2662"
23905,PH PAY QR CODE 26/03/2025
20355,2272
20356,"2109, 2319, 2498, 2544"
20359,2320
20367,"2204, 2404"
20372,2190
23261,ID 9394
20371,"2176, 2340"
20381,"2113, 2356, 2379, 2492"
24748,ID 0748
20397,2169
20350,"2368, 2376, 2539"
20351,"2122, 2318"
20376,"2260, 2292, 2581"
20354,"2132, 2444, 2570, 2574"
20394,"2313, 2409"
20392,"2125, 2298"
20366,"2080, 2273, 2431"
20383,"2119, 2367"
20361,"2107, 2408"
20370,"2114, 2354, 2532"
20386,"2105, 2348, 2462"
20363,"2101, 2287"
20379,"2111, 2334, 2477"
20352,"2380, 2416, 2517"
20384,"2063, 2335, 2549"
20382,"2115, 2279, 2283, 2486, 2538"
20377,"2202, 2317"
20378,"2240, 2364, 2569"
20360,"2130, 2342, 2417, 2429"
20369,"2094, 2268, 2495"
20358,"2184, 2332"
20395,"2118, 2281, 2554"
20398,"2059, 2214, 2550"
20396,"2078, 2203, 2231, 2493"
20374,"2153, 2330"
20365,"2151, 2315"
20362,"2341, 2361"
20387,"2124, 2352, 2563"
20391,"2366, 2410"
20390,"2116, 2304, 2571"
20388,"2245, 2333, 2449, 2541"
20389,"2259, 2347, 2360, 2441, 2560"
20380,"2088, 2308, 2358, 2591"
22595,ID 0390
20385,"2216, 2338"
20368,"2083, 2307, 2452"
23479,PH PAY QR CODE (4133) 27/12/2024
20442,"508, 596, 636"
20416,"1248, 1635"
20436,"679, 695"
20430,"545, 663, 726"
20433,"540, 686, 715"
20447,"639, 689"
20406,"2147, 2325, 2359"
20440,683
20407,"2255, 2353"
20421,"1599, 1602, 1659"
20419,"1283, 1529, 1693, 1750"
20408,"2099, 2138, 2290, 2487, 2536"
22281,HDFC ACC AIA 23/05/2024 NEFT
20409,2129
22323,ph pay qr 3/9/24
20403,"2182, 2339, 2436, 2535,"
20417,1288
20400,"2144, 2219, 2491"
20425,"1293, 1306, 1694"
20414,"1423, 1557, 1612, 1716, 1757"
20429,"1521, 1522"
20420,"1270, 1559, 1621, 1707"
20427,"1267, 1556, 1719"
20424,"1498, 1565, 1696"
20413,"1518, 1550, 1692"
20412,"1285, 1295, 1695"
20423,"1298, 1718, 1768"
20422,1277
20415,"1517, 1563"
20411,"2349, 2357, 2553"
20446,"575, 629"
20444,"542, 657"
20405,"2102, 2256, 2314, 2442, 2499"
20401,"2251, 2344"
20402,"2195, 2207, 2316, 2475, 2557, 2561, 2572"
20434,"487, 703, 739"
20426,"1278, 1697"
20435,"743, 825"
20445,"537, 631, 821"
20439,"503, 602"
20441,"495, 618, 799"
20437,"601, 638, 642, 833, 835"
20432,"583, 784"
20443,"599, 649, 824"
20438,"604, 680, 823"
20448,535
20451,"593, 662"
20454,"742, 744"
20461,"750, 751"
20462,700
20464,589
20496,"R# 2209, 2392"
20473,"547, 611"
20476,"682, 831"
20487,"690, 795"
20491,"2162, 2305"
20494,"R# 2074, 2326"
20449,"569, 651, 730"
20453,"592, 624"
20458,"605, 645"
20467,"658, 673, 707"
20483,"603, 609"
20463,588
20478,"607, 608, 664"
20477,"728, 735"
20486,"577, 692, 721"
20459,"584, 691"
20490,HDFC QR ID 8294
20456,"678, 748"
22444,HDFC QR ID 1689 NIAE
25743,ID 9914
20492,R# 2247
20489,749
20485,"539, 665"
20468,"484, 702"
20465,"597, 747, 786"
20470,"591, 625"
20457,"548, 612"
20474,"587, 600, 830"
20480,"701, 709, 818"
25699,OLD R# 1377 AERO TO BTECH B1.3
20475,"606, 669, 763, 812"
20479,"546, 647, 800"
20455,"574, 644, 822"
20481,"476, 622"
20472,"590, 628"
20471,"595, 693"
20469,529
20488,"615, 616, 619, 820"
20450,"594, 614, 809"
20501,HDFC QR CODE 23/01/2024
23214,PH PAY QR CODE 13/12/2024 (3933)
20506,"R# 1583,1776"
20507,"R# 1587,1763,1779"
20542,R# 1752
20500,"R# 2054, 2269"
20522,"R# 1584, 1816"
22650,ID 5588 PROVISIONAL ADMISSION
20545,"R# 1689, 1690"
22686,PH PAY QR CODE 09/11/2024
20544,R# 1519
20503,"1274, 1767"
20538,"R# 1282, 1650"
20541,"R# 1499, 1634"
20524,"R# 1327, 1605, 1810"
20505,"R# 1524,1615,1777"
20504,"R# 1569,1780,1788"
20531,"R# 1523, 1613, 1830"
20528,"R# 1561, 1608, 1826"
20540,"R# 1426, 1642"
20535,"R# 1571, 1575, 1629"
20512,"R# 1412,1590,1825"
20536,"R# 1294, 1503"
20517,"R# 1616, 1824"
20539,R# 1501
20525,"R# 1415, 1829"
20532,"R# 1535, 1818"
22596,ID 2627
